Sub	Run	Trial	OldT	Delay	LuckyDeck	ObjPP	OldObjLuckyDeck	ObjDeckMatch	Outcome	Resp	RT	DeckC	LuckyDeckC	OldObjC	RevT	OldDeckPP	OldDeck	EncRevT	Enc_Pay1	OptObj	PP	StayResp
2	1	1	0	NaN	1	NaN	NaN	NaN	0	2	682.994828006485	1	1	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	1	2	0	NaN	1	NaN	NaN	NaN	0.4	1	752.208798003267	2	0	NaN	2	NaN	NaN	NaN	NaN	NaN	0	0
2	1	3	0	NaN	1	NaN	NaN	NaN	0.6	1	459.360705004656	1	1	NaN	3	NaN	NaN	NaN	NaN	NaN	0.4	0
2	1	4	0	NaN	1	NaN	NaN	NaN	1	1	817.894357998739	1	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.6	1
2	1	5	0	NaN	1	NaN	NaN	NaN	1	2	600.517386992578	1	1	NaN	5	NaN	NaN	NaN	NaN	NaN	1	1
2	1	6	0	NaN	1	NaN	NaN	NaN	0.2	1	691.732658990077	1	1	NaN	6	NaN	NaN	NaN	NaN	NaN	1	1
2	1	7	0	NaN	1	NaN	NaN	NaN	0.6	2	659.08868900442	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	0.2	0
2	1	8	0	NaN	1	NaN	NaN	NaN	0.4	1	770.76883900736	2	0	NaN	8	NaN	NaN	NaN	NaN	NaN	0.6	1
2	1	9	0	NaN	1	NaN	NaN	NaN	0.2	1	559.015516992076	1	1	NaN	9	NaN	NaN	NaN	NaN	NaN	0.4	0
2	1	10	0	NaN	1	NaN	NaN	NaN	0	2	702.288237996981	2	0	NaN	10	NaN	NaN	NaN	NaN	NaN	0.2	0
2	1	11	0	NaN	1	NaN	NaN	NaN	0.4	2	1144.71003899234	1	1	NaN	11	NaN	NaN	NaN	NaN	NaN	0	0
2	1	12	0	NaN	1	NaN	NaN	NaN	0.6	1	625.629000001936	1	1	NaN	12	NaN	NaN	NaN	NaN	NaN	0.4	1
2	1	13	1	10	1	0.6	0	0	0.6	2	954.110524995485	1	1	1	13	0.6	1	3	0.4	1	0.6	1
2	1	14	1	12	1	0.4	1	0	0.4	1	1000.76265000098	2	0	1	14	0	2	2	0	0	0.6	0
2	1	15	1	11	1	1	0	0	1	2	618.862502000411	1	1	1	15	0.6	1	4	0.6	1	0.4	0
2	1	16	0	NaN	1	NaN	NaN	NaN	0.2	1	1172.10318800062	1	1	NaN	16	NaN	NaN	NaN	NaN	NaN	1	1
2	1	17	0	NaN	1	NaN	NaN	NaN	0.8	1	1195.43103799515	1	1	NaN	17	NaN	NaN	NaN	NaN	NaN	0.2	1
2	1	18	1	17	2	0	1	0	0.6	2	1045.11750899837	2	1	0	1	0.8	1	1	NaN	1	0.8	0
2	1	19	1	10	2	0.2	1	0	0.8	1	1021.7421129928	2	1	0	2	0.8	1	9	0.4	1	0.6	1
2	1	20	1	14	2	0.2	1	0	0.4	1	1345.23219100083	2	1	0	3	0.8	1	6	1	1	0.8	1
2	1	21	1	14	2	0.6	0	0	0.6	1	986.558874996263	2	1	1	4	0.4	2	7	0.2	1	0.4	1
2	1	22	1	10	2	0.6	1	1	0.6	2	1266.79131800483	1	0	1	5	0.8	1	12	0.4	1	0.6	0
2	1	23	0	NaN	2	NaN	NaN	NaN	0.8	1	1375.90971300961	1	0	NaN	6	NaN	NaN	NaN	NaN	NaN	0.6	1
2	1	24	0	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	0.8	0
2	1	25	0	NaN	2	NaN	NaN	NaN	0.8	1	864.830780003103	2	1	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	0
2	1	26	0	NaN	2	NaN	NaN	NaN	1	2	992.497956991429	2	1	NaN	9	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	27	1	11	2	0.2	1	0	0.8	2	1044.0432989999	2	1	0	10	0.8	1	16	1	1	1	1
2	1	28	1	17	2	0.4	1	0	1	1	907.435493005323	2	1	0	11	0.8	1	11	0	1	0.8	1
2	1	29	1	24	2	1	1	1	0.2	1	988.082951007527	2	1	0	12	0.8	1	5	1	0	1	1
2	1	30	1	22	2	0.4	0	1	0.4	1	742.54553100036	2	1	1	13	0.2	2	8	0.6	0	0.2	1
2	1	31	0	NaN	2	NaN	NaN	NaN	0.2	2	1083.6217909964	1	0	NaN	14	NaN	NaN	NaN	NaN	NaN	0.4	0
2	1	32	1	22	2	0	0	1	0	1	715.055729000596	2	1	1	15	0.4	2	10	0.2	0	0.2	0
2	1	33	1	16	2	0.8	1	1	0.8	2	898.720996003249	2	1	0	16	0.2	1	17	0.2	0	0	1
2	1	34	0	NaN	2	NaN	NaN	NaN	0.6	2	886.452437000116	2	1	NaN	17	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	35	1	10	2	0.8	0	0	0.8	1	1048.36588801118	2	1	1	18	0.6	2	8	NaN	1	0.6	1
2	1	36	0	NaN	2	NaN	NaN	NaN	0	1	817.22548599646	1	0	NaN	19	NaN	NaN	NaN	NaN	NaN	0.8	0
2	1	37	0	NaN	2	NaN	NaN	NaN	0.2	1	1075.37614299508	1	0	NaN	20	NaN	NaN	NaN	NaN	NaN	0	1
2	1	38	0	NaN	2	NaN	NaN	NaN	0.6	2	680.300508989603	1	0	NaN	21	NaN	NaN	NaN	NaN	NaN	0.2	1
2	1	39	0	NaN	1	NaN	NaN	NaN	0.6	1	612.638985010562	2	0	NaN	1	NaN	NaN	NaN	NaN	NaN	0.6	0
2	1	40	1	14	1	1	1	1	1	2	883.498427996528	2	0	1	2	0.6	2	9	0.8	1	0.6	1
2	1	41	1	18	1	0.8	0	0	0.8	2	1056.50021899783	1	1	1	3	0.6	1	6	0.6	1	1	0
2	1	42	0	NaN	1	NaN	NaN	NaN	0.6	1	1000.81802299246	1	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	43	0	NaN	1	NaN	NaN	NaN	0.6	2	1017.82181300223	1	1	NaN	5	NaN	NaN	NaN	NaN	NaN	0.6	1
2	1	44	1	10	1	0.6	1	1	0.6	1	1012.82055900083	2	0	1	6	1	2	17	0.8	1	0.6	0
2	1	45	0	NaN	1	NaN	NaN	NaN	1	2	447.978252006578	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	0.6	0
2	1	46	1	10	1	0	0	1	0	1	617.834150994895	1	1	1	8	1	1	19	0.8	0	1	1
2	1	47	0	NaN	1	NaN	NaN	NaN	0.4	2	822.413593996316	2	0	NaN	9	NaN	NaN	NaN	NaN	NaN	0	0
2	1	48	1	10	1	0.6	0	0	0.2	1	1055.82415100071	2	0	0	10	0	1	21	0.2	0	0.4	1
2	1	49	0	NaN	1	NaN	NaN	NaN	0.2	1	858.295814003213	2	0	NaN	11	NaN	NaN	NaN	NaN	NaN	0.2	1
2	1	50	0	NaN	1	NaN	NaN	NaN	0.2	1	1133.97939701099	2	0	NaN	12	NaN	NaN	NaN	NaN	NaN	0.2	1
2	1	51	0	NaN	1	NaN	NaN	NaN	0.8	1	822.165681995102	2	0	NaN	13	NaN	NaN	NaN	NaN	NaN	0.2	1
2	1	52	1	10	1	0.6	0	0	0.2	2	1201.06175899855	2	0	0	14	0	1	4	0.8	0	0.8	1
2	1	53	0	NaN	1	NaN	NaN	NaN	0.8	1	743.777880998095	1	1	NaN	15	NaN	NaN	NaN	NaN	NaN	0.2	0
2	1	54	0	NaN	1	NaN	NaN	NaN	0.8	1	1224.75927099003	1	1	NaN	16	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	55	1	18	1	0.2	0	1	0.8	2	831.532530995901	2	0	0	17	0.8	1	20	0	1	0.8	0
2	1	56	0	NaN	1	NaN	NaN	NaN	0.8	1	824.21949300624	2	0	NaN	18	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	57	0	NaN	1	NaN	NaN	NaN	0.4	2	880.32572499651	2	0	NaN	19	NaN	NaN	NaN	NaN	NaN	0.8	1
2	1	58	1	19	1	0.6	1	1	0.6	2	975.741239002673	2	0	1	20	0.4	2	1	0.6	1	0.4	1
2	1	59	1	28	1	0.2	0	1	0	1	751.113581995014	2	0	0	21	0.8	1	14	0.4	1	0.6	1
2	1	60	1	17	1	0.6	0	0	0.6	2	850.567100002081	1	1	1	22	0.8	1	5	0.6	1	0	0
2	2	61	1	10	1	0.8	1	1	0.8	1	820.522328998777	2	0	1	23	0	2	13	0.2	1	0.6	0
2	2	62	1	12	1	0.2	1	0	0.2	2	917.46515900013	2	0	1	24	0.8	2	12	0.2	0	0.8	1
2	2	63	0	NaN	2	NaN	NaN	NaN	0.6	1	810.545140993781	1	0	NaN	1	NaN	NaN	NaN	NaN	NaN	0.2	0
2	2	64	1	19	2	1	1	1	1	2	836.345784991863	1	0	1	2	0.6	1	7	0.6	1	0.6	1
2	2	65	0	NaN	2	NaN	NaN	NaN	0.4	1	694.804015991394	1	0	NaN	3	NaN	NaN	NaN	NaN	NaN	1	1
2	2	66	1	10	2	0.8	0	0	0.8	1	800.918171997182	2	1	1	4	0.2	2	18	0.8	1	0.4	0
2	2	67	0	NaN	2	NaN	NaN	NaN	0	1	764.422977998038	1	0	NaN	5	NaN	NaN	NaN	NaN	NaN	0.8	0
2	2	68	0	NaN	2	NaN	NaN	NaN	1	2	834.195324001485	2	1	NaN	6	NaN	NaN	NaN	NaN	NaN	0	0
2	2	69	1	20	2	0.2	0	1	0.2	1	895.335737994174	2	1	1	7	1	2	11	0.2	0	1	1
2	2	70	1	23	2	0.4	0	1	0.4	1	782.457075009006	2	1	1	8	0.2	2	9	0	0	0.2	1
2	2	71	1	14	2	0.4	0	1	0.4	1	1055.88547000661	2	1	1	9	0.4	2	19	0.8	0	0.4	1
2	2	72	0	NaN	2	NaN	NaN	NaN	0	2	700.881427008426	1	0	NaN	10	NaN	NaN	NaN	NaN	NaN	0.4	0
2	2	73	1	10	2	0.6	1	1	1	1	705.415695003467	2	1	0	11	0	1	1	0.2	0	0	0
2	2	74	0	NaN	2	NaN	NaN	NaN	0	2	824.251657992136	1	0	NaN	12	NaN	NaN	NaN	NaN	NaN	1	0
2	2	75	0	NaN	2	NaN	NaN	NaN	0.2	2	931.130330005544	1	0	NaN	13	NaN	NaN	NaN	NaN	NaN	0	1
2	2	76	0	NaN	2	NaN	NaN	NaN	0.6	1	623.433928005397	2	1	NaN	14	NaN	NaN	NaN	NaN	NaN	0.2	0
2	2	77	1	10	2	0	1	0	0.8	2	1232.78962800396	2	1	0	15	0.2	1	5	0.8	1	0.6	1
2	2	78	0	NaN	2	NaN	NaN	NaN	0.8	2	903.107157006161	2	1	NaN	16	NaN	NaN	NaN	NaN	NaN	0.8	1
2	2	79	1	14	1	0.4	0	1	0.4	1	818.023325002287	1	1	1	1	0.2	1	3	1	0	0.8	0
2	2	80	0	NaN	1	NaN	NaN	NaN	0.6	2	824.660963000497	1	1	NaN	2	NaN	NaN	NaN	NaN	NaN	0.4	1
2	2	81	1	28	1	0.8	0	0	0.8	1	845.753898000112	1	1	1	3	0.6	1	15	0.2	1	0.6	1
2	2	82	0	NaN	1	NaN	NaN	NaN	0.2	2	1078.94595299149	2	0	NaN	4	NaN	NaN	NaN	NaN	NaN	0.8	0
2	2	83	0	NaN	1	NaN	NaN	NaN	0.2	1	1116.42915899574	1	1	NaN	5	NaN	NaN	NaN	NaN	NaN	0.2	0
2	2	84	0	NaN	1	NaN	NaN	NaN	0.4	2	1273.356745005	1	1	NaN	6	NaN	NaN	NaN	NaN	NaN	0.2	1
2	2	85	0	NaN	1	NaN	NaN	NaN	0.8	1	908.154773002025	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	0.4	1
2	2	86	1	11	1	0.2	0	1	0.8	2	860.010682008578	2	0	0	8	0.8	1	13	0	1	0.8	0
2	2	87	0	NaN	1	NaN	NaN	NaN	0.2	1	657.319940000889	2	0	NaN	9	NaN	NaN	NaN	NaN	NaN	0.8	1
2	2	88	1	10	1	0.8	1	1	0.8	2	1101.59310500603	2	0	1	10	0.2	2	16	0.8	1	0.2	1
2	2	89	1	15	1	0	0	1	0.2	2	974.533669999801	2	0	0	11	0.8	1	12	1	1	0.8	1
2	2	90	1	14	1	0.6	1	1	0.4	1	844.757396989735	1	1	0	12	0.2	2	14	0.2	0	0.2	0
2	2	91	0	NaN	1	NaN	NaN	NaN	0	2	934.068907998153	2	0	NaN	13	NaN	NaN	NaN	NaN	NaN	0.4	0
2	2	92	1	24	1	1	1	1	1	1	1064.23371800338	2	0	1	14	0	2	6	0	1	0	1
2	2	93	0	NaN	1	NaN	NaN	NaN	0.4	1	915.037811995717	2	0	NaN	15	NaN	NaN	NaN	NaN	NaN	1	1
2	2	94	1	11	1	0.2	0	1	0.2	2	864.821326002129	1	1	1	16	0.4	1	5	0.2	0	0.4	0
2	2	95	0	NaN	2	NaN	NaN	NaN	0.4	1	810.784084998886	1	0	NaN	1	NaN	NaN	NaN	NaN	NaN	0.2	1
2	2	96	1	24	2	0	1	0	0	2	931.668442004593	1	0	1	2	0.4	1	10	0.4	0	0.4	1
2	2	97	1	13	2	0.4	1	0	0.4	1	791.528637011652	1	0	1	3	0	1	6	0.2	0	0	1
2	2	98	0	NaN	2	NaN	NaN	NaN	1	2	868.753671995364	2	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.4	0
2	2	99	1	19	2	0.6	1	1	0.8	1	917.779814000824	2	1	0	5	0.4	1	2	0.4	0	1	1
2	2	100	0	NaN	2	NaN	NaN	NaN	0.2	2	837.995045003481	1	0	NaN	6	NaN	NaN	NaN	NaN	NaN	0.8	0
2	2	101	0	NaN	2	NaN	NaN	NaN	1	1	678.826389004826	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	0.2	0
2	2	102	0	NaN	2	NaN	NaN	NaN	0	2	858.168556995224	1	0	NaN	8	NaN	NaN	NaN	NaN	NaN	1	0
2	2	103	0	NaN	2	NaN	NaN	NaN	0.4	1	658.921601003385	1	0	NaN	9	NaN	NaN	NaN	NaN	NaN	0	1
2	2	104	0	NaN	2	NaN	NaN	NaN	1	1	891.133882003487	2	1	NaN	10	NaN	NaN	NaN	NaN	NaN	0.4	0
2	2	105	0	NaN	2	NaN	NaN	NaN	0.6	2	937.437377986498	2	1	NaN	11	NaN	NaN	NaN	NaN	NaN	1	1
2	2	106	0	NaN	2	NaN	NaN	NaN	0	1	925.190091991681	1	0	NaN	12	NaN	NaN	NaN	NaN	NaN	0.6	0
2	2	107	0	NaN	2	NaN	NaN	NaN	0.8	2	787.84394399554	2	1	NaN	13	NaN	NaN	NaN	NaN	NaN	0	0
2	2	108	0	NaN	2	NaN	NaN	NaN	0	2	765.099618001841	1	0	NaN	14	NaN	NaN	NaN	NaN	NaN	0.8	0
2	2	109	0	NaN	2	NaN	NaN	NaN	1	1	698.612548003439	2	1	NaN	15	NaN	NaN	NaN	NaN	NaN	0	0
2	2	110	1	15	2	0.4	1	0	0.4	1	875.456886002212	2	1	0	16	0	1	1	0.2	1	1	1
2	2	111	1	10	2	1	0	0	0	1	1042.6048119989	1	0	0	17	0.4	2	7	0.2	0	0.4	0
2	2	112	0	NaN	2	NaN	NaN	NaN	0.2	2	1282.31260899338	1	0	NaN	18	NaN	NaN	NaN	NaN	NaN	0	1
2	2	113	1	10	2	0.4	1	0	0.4	1	818.926249005017	1	0	1	19	0.2	1	9	0	0	0.2	1
2	2	114	1	16	2	1	0	0	0	2	788.18429200328	1	0	0	20	0.4	2	4	0.4	0	0.4	1
2	2	115	0	NaN	2	NaN	NaN	NaN	0.2	2	842.897421011003	1	0	NaN	21	NaN	NaN	NaN	NaN	NaN	0	1
2	2	116	0	NaN	2	NaN	NaN	NaN	0	2	824.666895990958	1	0	NaN	22	NaN	NaN	NaN	NaN	NaN	0.2	1
2	2	117	1	17	1	0.2	0	1	1	1	699.635069991928	2	0	0	1	0	1	6	0.8	1	0	0
2	2	118	0	NaN	1	NaN	NaN	NaN	0.6	1	1119.13468199782	2	0	NaN	2	NaN	NaN	NaN	NaN	NaN	1	1
2	2	119	1	10	1	1	1	1	1	2	1165.50768799789	2	0	1	3	0.6	2	15	0	1	0.6	1
2	2	120	0	NaN	1	NaN	NaN	NaN	0	2	823.080704998574	2	0	NaN	4	NaN	NaN	NaN	NaN	NaN	1	1
2	3	121	1	16	1	0.6	1	1	0.6	1	804.43548799667	2	0	1	5	0	2	11	1	1	0	1
2	3	122	0	NaN	1	NaN	NaN	NaN	0.8	2	935.415212006774	2	0	NaN	6	NaN	NaN	NaN	NaN	NaN	0.6	1
2	3	123	1	11	1	0.2	0	1	0.2	1	1229.39294700336	2	0	0	7	0	1	18	0	1	0.8	1
2	3	124	1	17	1	0.8	1	1	0.4	1	904.235109002911	1	1	0	8	0.2	2	13	0	0	0.2	0
2	3	125	1	10	1	0.2	0	1	0.2	1	1196.75762299448	2	0	0	9	0.4	1	21	0	1	0.4	0
2	3	126	0	NaN	1	NaN	NaN	NaN	0.6	2	777.783714001998	1	1	NaN	10	NaN	NaN	NaN	NaN	NaN	0.2	0
2	3	127	0	NaN	1	NaN	NaN	NaN	0.6	1	819.43102600053	2	0	NaN	11	NaN	NaN	NaN	NaN	NaN	0.6	0
2	3	128	1	10	1	0.6	1	1	0.8	2	601.061374996789	1	1	0	12	0.6	2	2	1	0	0.6	0
2	3	129	0	NaN	1	NaN	NaN	NaN	1	1	603.346395000699	1	1	NaN	13	NaN	NaN	NaN	NaN	NaN	0.8	1
2	3	130	1	10	1	0	1	0	0.6	1	637.364321009954	1	1	0	14	0.6	2	4	1	1	1	1
2	3	131	0	NaN	1	NaN	NaN	NaN	0.4	2	935.786782996729	2	0	NaN	15	NaN	NaN	NaN	NaN	NaN	0.6	0
2	3	132	1	10	1	0.8	1	1	0.8	1	688.753868991625	2	0	1	16	0.4	2	6	0.6	1	0.4	1
2	3	133	1	17	2	0	1	0	0	2	864.318575011566	1	0	1	1	0.6	1	22	0.2	0	0.8	0
2	3	134	1	28	2	0	1	0	0	1	699.988495995058	1	0	1	2	0	1	12	0.6	0	0	1
2	3	135	0	NaN	2	NaN	NaN	NaN	0.4	1	906.066533992998	1	0	NaN	3	NaN	NaN	NaN	NaN	NaN	0	1
2	3	136	1	28	2	0	1	0	0	2	874.393357997178	2	1	0	4	0.4	1	14	0.8	1	0.4	0
2	3	137	1	10	2	0.6	0	0	0.6	1	830.704794992926	2	1	1	5	0	2	11	0.6	1	0	1
2	3	138	0	NaN	2	NaN	NaN	NaN	0.8	1	736.343753989786	2	1	NaN	6	NaN	NaN	NaN	NaN	NaN	0.6	1
2	3	139	0	NaN	2	NaN	NaN	NaN	0.8	1	864.764052996179	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	0.8	1
2	3	140	1	11	2	1	1	1	1	1	1022.42584399937	2	1	0	8	0.4	1	13	0.8	0	0.8	1
2	3	141	1	10	2	0.4	0	1	0	1	935.56688100216	1	0	0	9	1	2	15	0.6	1	1	0
2	3	142	0	NaN	2	NaN	NaN	NaN	0.2	1	967.779030004749	2	1	NaN	10	NaN	NaN	NaN	NaN	NaN	0	0
2	3	143	0	NaN	2	NaN	NaN	NaN	0.8	2	1084.15525099554	2	1	NaN	11	NaN	NaN	NaN	NaN	NaN	0.2	1
2	3	144	0	NaN	2	NaN	NaN	NaN	0.6	1	934.371620009188	1	0	NaN	12	NaN	NaN	NaN	NaN	NaN	0.8	0
2	3	145	1	10	2	0.4	1	0	0.6	1	1077.90648700029	2	1	0	13	0.6	1	3	0	1	0.6	0
2	3	146	0	NaN	2	NaN	NaN	NaN	0.8	2	1050.7180190034	1	0	NaN	14	NaN	NaN	NaN	NaN	NaN	0.6	0
2	3	147	0	NaN	2	NaN	NaN	NaN	0.4	1	849.234877008712	2	1	NaN	15	NaN	NaN	NaN	NaN	NaN	0.8	0
2	3	148	0	NaN	2	NaN	NaN	NaN	1	2	820.770179008832	2	1	NaN	16	NaN	NaN	NaN	NaN	NaN	0.4	1
2	3	149	0	NaN	2	NaN	NaN	NaN	0.8	2	1030.28265100147	1	0	NaN	17	NaN	NaN	NaN	NaN	NaN	1	0
2	3	150	1	12	2	0.8	0	0	0.8	1	740.57280299894	1	0	0	18	1	2	6	0.6	0	0.8	1
2	3	151	0	NaN	2	NaN	NaN	NaN	0	1	677.759805999813	2	1	NaN	19	NaN	NaN	NaN	NaN	NaN	0.8	0
2	3	152	0	NaN	2	NaN	NaN	NaN	0	2	752.217764995294	1	0	NaN	20	NaN	NaN	NaN	NaN	NaN	0	0
2	3	153	1	27	1	0.6	0	0	0.6	1	694.030829996336	1	1	1	1	0	1	10	0.2	1	0	1
2	3	154	1	12	1	0.2	1	0	0.2	2	682.813036997686	2	0	1	2	0	2	10	0	0	0.6	0
2	3	155	1	11	1	0.6	0	0	0.6	2	923.544682009378	1	1	1	3	0.6	1	12	0.8	1	0.2	0
2	3	156	0	NaN	1	NaN	NaN	NaN	1	2	991.400323007838	1	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.6	1
2	3	157	1	10	1	0.4	1	0	0.4	2	1163.57790499751	2	0	1	5	0.2	2	15	0.8	0	1	0
2	3	158	0	NaN	1	NaN	NaN	NaN	1	1	1092.48131100321	1	1	NaN	6	NaN	NaN	NaN	NaN	NaN	0.4	0
2	3	159	0	NaN	1	NaN	NaN	NaN	0.4	1	1122.72135600506	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	1	0
2	3	160	1	12	1	1	1	1	0.4	1	912.723178000306	1	1	0	8	0.4	2	16	0.4	0	0.4	0
2	3	161	1	10	1	0	1	0	1	2	962.773195002228	1	1	0	9	0.4	2	19	0.8	1	0.4	1
2	3	162	0	NaN	1	NaN	NaN	NaN	0.2	2	1139.04257000831	1	1	NaN	10	NaN	NaN	NaN	NaN	NaN	1	1
2	3	163	1	24	1	0.8	1	1	0.8	1	800.879090005765	2	0	1	11	0.4	2	7	0.8	1	0.2	0
2	3	164	1	21	1	0.8	1	1	0.2	1	1111.89992600703	1	1	0	12	0.8	2	11	0.2	0	0.8	0
2	3	165	1	13	1	0	0	1	0	1	994.170461999602	1	1	1	13	0.2	1	20	0	0	0.2	1
2	3	166	0	NaN	1	NaN	NaN	NaN	0.6	1	933.213682001224	1	1	NaN	14	NaN	NaN	NaN	NaN	NaN	0	1
2	3	167	1	18	1	0.8	0	0	0	1	1314.56793799589	2	0	0	15	0.6	1	17	1	0	0.6	0
2	3	168	1	22	1	0.8	0	0	0.8	2	842.816931006382	1	1	1	16	0.6	1	14	0.6	1	0	0
2	3	169	1	13	1	1	0	0	1	1	1222.56520899828	1	1	1	17	0.8	1	4	0.6	1	0.8	1
2	3	170	0	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1	0
2	3	171	1	12	2	0.4	0	1	0.4	1	632.346868005698	2	1	1	2	0	2	7	1	0	NaN	0
2	3	172	1	10	2	0.2	1	0	0.6	1	566.388973995345	2	1	0	3	1	1	10	1	1	0.4	1
2	3	173	0	NaN	2	NaN	NaN	NaN	0.6	1	734.777923993533	2	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.6	1
2	3	174	0	NaN	2	NaN	NaN	NaN	0.4	2	688.911388002452	1	0	NaN	5	NaN	NaN	NaN	NaN	NaN	0.6	0
2	3	175	0	NaN	2	NaN	NaN	NaN	0	2	731.754829001147	1	0	NaN	6	NaN	NaN	NaN	NaN	NaN	0.4	1
2	3	176	0	NaN	2	NaN	NaN	NaN	0.8	1	729.539810999995	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	0	0
2	3	177	0	NaN	2	NaN	NaN	NaN	1	1	947.375638992526	1	0	NaN	8	NaN	NaN	NaN	NaN	NaN	0.8	0
2	3	178	0	NaN	2	NaN	NaN	NaN	0.4	2	698.918221998611	1	0	NaN	9	NaN	NaN	NaN	NaN	NaN	1	1
2	3	179	1	13	2	0.6	1	1	1	2	735.468112005037	2	1	0	10	0.4	1	14	0	0	0.4	0
2	3	180	0	NaN	2	NaN	NaN	NaN	1	1	967.826273990795	2	1	NaN	11	NaN	NaN	NaN	NaN	NaN	1	1
2	4	181	0	NaN	2	NaN	NaN	NaN	0	1	713.041210998199	2	1	NaN	12	NaN	NaN	NaN	NaN	NaN	1	1
2	4	182	0	NaN	2	NaN	NaN	NaN	0.6	2	811.082939006155	2	1	NaN	13	NaN	NaN	NaN	NaN	NaN	0	1
2	4	183	0	NaN	2	NaN	NaN	NaN	0.6	1	774.48010801163	1	0	NaN	14	NaN	NaN	NaN	NaN	NaN	0.6	0
2	4	184	0	NaN	2	NaN	NaN	NaN	0.2	1	767.099839998991	1	0	NaN	15	NaN	NaN	NaN	NaN	NaN	0.6	1
2	4	185	1	10	2	0	1	0	0	2	793.587462991127	1	0	1	16	0.2	1	6	0.4	0	0.2	1
2	4	186	1	10	1	0.8	1	1	0.8	1	859.749266994186	1	1	0	1	0.6	2	7	0	0	0	1
2	4	187	0	NaN	1	NaN	NaN	NaN	0.2	2	670.197772997199	2	0	NaN	2	NaN	NaN	NaN	NaN	NaN	0.8	0
2	4	188	1	11	1	1	0	0	0.2	1	878.666123011499	2	0	0	3	0.8	1	8	0.8	0	0.2	1
2	4	189	0	NaN	1	NaN	NaN	NaN	0.2	2	639.90763000038	1	1	NaN	4	NaN	NaN	NaN	NaN	NaN	0.2	0
2	4	190	0	NaN	1	NaN	NaN	NaN	0.6	1	707.053997000912	1	1	NaN	5	NaN	NaN	NaN	NaN	NaN	0.2	1
2	4	191	1	17	1	0.4	0	1	0.4	1	619.551062001847	1	1	1	6	0.6	1	5	0.6	0	0.6	1
2	4	192	0	NaN	1	NaN	NaN	NaN	0.6	2	718.70965200651	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	0.4	0
2	4	193	0	NaN	1	NaN	NaN	NaN	1	1	762.216171002365	1	1	NaN	8	NaN	NaN	NaN	NaN	NaN	0.6	0
2	4	194	1	10	1	0.2	0	1	0.8	2	837.657859010505	2	0	0	9	1	1	15	0.6	1	1	0
2	4	195	0	NaN	1	NaN	NaN	NaN	0	2	736.764522996964	2	0	NaN	10	NaN	NaN	NaN	NaN	NaN	0.8	1
2	4	196	1	14	1	0.6	1	1	0.8	1	818.312522009364	1	1	0	11	0	2	13	0	0	0	0
2	4	197	1	17	1	1	1	1	1	2	697.516237996751	2	0	1	12	0	2	11	1	1	0.8	0
2	4	198	1	20	1	0.4	0	1	0	1	712.981197997578	2	0	0	13	0.8	1	9	1	1	1	1
2	4	199	1	10	1	0.2	0	1	0.2	1	985.46864099626	1	1	1	14	0.8	1	4	0.2	0	0	0
2	4	200	1	27	1	0.6	1	1	0.6	2	741.319837994524	2	0	1	15	0	2	4	0.6	1	0.2	0
2	4	201	0	NaN	1	NaN	NaN	NaN	1	1	689.479861001018	1	1	NaN	16	NaN	NaN	NaN	NaN	NaN	0.6	0
2	4	202	0	NaN	1	NaN	NaN	NaN	0	2	784.717700997135	1	1	NaN	17	NaN	NaN	NaN	NaN	NaN	1	1
2	4	203	0	NaN	2	NaN	NaN	NaN	0	1	839.231156001915	1	0	NaN	1	NaN	NaN	NaN	NaN	NaN	0	1
2	4	204	1	12	2	0.6	0	0	0.6	2	681.053124993923	2	1	1	2	0.6	2	7	0.4	1	0	0
2	4	205	0	NaN	2	NaN	NaN	NaN	0	1	843.801274997531	1	0	NaN	3	NaN	NaN	NaN	NaN	NaN	0.6	0
2	4	206	0	NaN	2	NaN	NaN	NaN	0.2	2	886.6143799969	1	0	NaN	4	NaN	NaN	NaN	NaN	NaN	0	1
